[0.0051425 0.0042888 0.0035339 0.0034482 0.0035601];0.003994699999930162;0.0006486625780010649;1;60;6.657833333216937e-05
[0.2210624 0.2687942 0.2443323 0.2454636 0.242635 ];0.24445750000031694;0.015125839410839318;1;3600;6.790486111119914e-05
[5.2202144 5.2336987 5.2240907 5.2221777 5.2219409];5.224424479999652;0.004797156017766244;1;86400;6.0467875925921905e-05
[10.4216439 10.4485214 10.5590343 10.4947535 10.4425119];10.473292999999831;0.04907313195719764;1;172800;6.060933449073976e-05
[16.1075967 15.826202  16.0824588 15.8754101 15.9619665];15.970726819999982;0.1106949351326398;1;259200;6.161545841049375e-05
[26.9456881 26.7383497 26.6777378 26.8312372 26.7479907];26.788200699999834;0.09269135889433398;1;432000;6.200972384259221e-05
[38.5030403 37.9280555 38.0834356 38.1354416 38.0766889];38.14533238000022;0.19173166919590115;1;604800;6.30709860780427e-05
[54.6460158 54.6943595 54.53042   54.5936614 54.8104215];54.65497563999979;0.09494032445168649;1;864000;6.325807365740717e-05
[65.6694436 63.337581  63.6629545 63.6550302 63.6278818];63.990578220000316;0.848112351307891;1;1000000;6.399057822000031e-05
[0.004055  0.0037578 0.0035858 0.003526  0.0035543];0.003695780000271043;0.00019688724112348964;1;60;6.159633333785071e-05
[0.2153427 0.2184229 0.2060687 0.2099473 0.2050261];0.21096154000042588;0.00519739300070566;1;3600;5.860042777789608e-05
[4.5928006 4.6023731 4.577403  4.5601296 4.5359808];4.573737420000907;0.023696322906604103;1;86400;5.293677569445495e-05
[9.243086  9.2056669 9.1301721 9.0147625 9.1261838];9.14397425999996;0.07852617123709317;1;172800;5.29165177083331e-05
[13.8579709 13.8897861 13.5906304 13.8300516 13.7333531];13.78035842000063;0.10832704927412107;1;259200;5.3164963040125884e-05
[23.1695233 23.0973444 22.9940324 23.2211798 23.4937043];23.19515683999998;0.16762050738247414;1;432000;5.3692492685185144e-05
[32.3690672 32.8371117 33.0015962 32.663586  32.6934022];32.71295266000052;0.2096697677797534;1;604800;5.4088876752646356e-05
[46.6603434 46.5307465 46.2278331 46.2483124 46.6209583];46.457638740000405;0.18424730729659725;1;864000;5.37704152083338e-05
[55.0134463 54.5203044 54.3067669 54.465767  54.6711135];54.59547962000033;0.239269029157623;1;1000000;5.459547962000033e-05
[0.004364  0.0040461 0.0040737 0.0041587 0.0041488];0.004158259999530856;0.00011148891668704694;1;60;6.930433332551426e-05
[0.2253002 0.2679819 0.2499593 0.2419756 0.246128 ];0.24626900000002933;0.013734715712673908;1;3600;6.84080555555637e-05
[4.7730105 4.6725576 4.7720402 4.7381422 4.7403338];4.739216859999578;0.036510933009380284;1;86400;5.4852046990735856e-05
[9.413211  9.4162971 9.5091669 9.6457732 9.3948738];9.47586439999941;0.09382030257067608;1;172800;5.4837178240737325e-05
[14.1457909 14.3171394 14.2119999 14.1996103 14.2201281];14.21893371999904;0.05552859923596342;1;259200;5.48569973765395e-05
[23.8340484 23.7651478 23.8714906 23.5301056 24.7780573];23.955769940000756;0.4279258284973299;1;432000;5.545317115740916e-05
[33.9908481 33.6132188 34.1183022 34.2025175 34.7775186];34.1404810400003;0.37697553305914117;1;604800;5.644920806878357e-05
[48.8278629 49.4863584 48.5107216 48.2258137 48.4992522];48.71000175999943;0.43247818845660807;1;864000;5.637731685185119e-05
[56.9247803 56.4363318 56.2118409 56.4858633 57.0997422];56.631711699999144;0.3288398707690053;1;1000000;5.6631711699999146e-05
